Job Title,URL,Company Name,Work Mode,Experience Required,Salary,Location,Post Rating,No. of Reviews,Post Age,Job Openings,No. of Applicants,Role Name,Industry Type,Department,Employment Type,Role Category,UG Requirements,PG Requirements,Skills Required
Banking Advisory Associate,https://www.naukri.com/job-listings-banking-advisory-associate-accenture-solutions-pvt-ltd-chennai-1-to-3-years-120624912028,Accenture,Work From Office,1 - 3 years,Not Disclosed,Chennai,4.0,47915 Reviews,10 days ago,,40,Investment Banking Associate,IT Services & Consulting,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,Any Postgraduate,"com, credit underwriting, banking operations, agile, corporate banking, c#, financial analysis, risk management, trade finance, c++, credit analysis, stl, accounting, credit appraisal, mfc, vb, sql server, relationship management, vc++, export, win, finance"
Institutional Investment Operations Associate,https://www.naukri.com/job-listings-institutional-investment-operations-associate-wells-fargo-india-solutions-pvt-ltd-bengaluru-3-to-6-years-100624500850,Wells Fargo,Work From Office,3 - 6 years,Not Disclosed,Bengaluru,4.0,5402 Reviews,12 days ago,1,91,Asset Operations,Banking,BFSI Investments & Trading,"Full Time, Permanent",Banking Operations,Any Graduate,"Any Postgraduate, MBA/PGDM in Marketing","Operational risk, Project management, Process improvement, Reconciliation, Customer support, Customer service, Capital market, Investment banking, Business intelligence, Analytics"
INSTITUTIONAL INVESTMENT OPERATIONS ASSOCIATE,https://www.naukri.com/job-listings-institutional-investment-operations-associate-wells-fargo-india-solutions-pvt-ltd-hyderabad-5-to-7-years-100624500848,Wells Fargo,Work From Office,5 - 7 years,Not Disclosed,Hyderabad,4.0,5402 Reviews,12 days ago,1,89,Asset Operations,Banking,BFSI Investments & Trading,"Full Time, Permanent",Banking Operations,Any Graduate,Any Postgraduate,"Project management, Fixed income, Analytical, Reconciliation, Strategic planning, Investment banking, Customer service, Operations, Financial services, Monitoring"
Banking Advisory Associate,https://www.naukri.com/job-listings-banking-advisory-associate-accenture-solutions-pvt-ltd-mumbai-1-to-3-years-080624909053,Accenture,Work From Office,1 - 3 years,Not Disclosed,Mumbai,4.0,47915 Reviews,14 days ago,,56,Investment Banking Associate,IT Services & Consulting,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,Any Postgraduate,"com, general ledger accounting, trade finance, agile, corporate banking, c#, accounts receivable, c++, accounts payable, academics, banking operations, stl, accounting, mfc, vb, sql server, relationship management, vc++, multithreading, export, win, finance"
Investment operations -NCT/Fund accounting Operator,https://www.naukri.com/job-listings-investment-operations-nct-fund-accounting-operator-deutsche-bank-ag-mumbai-3-to-4-years-070624905066,Deutsche Bank,Work From Office,3 - 4 years,Not Disclosed,Mumbai,4.0,2913 Reviews,16 days ago,,410,Assembly Line Operator,Investment Banking / Venture Capital / Private Equity,Production Manufacturing & Engineering,"Full Time, Permanent","Operations, Maintenance & Support",Any Graduate,Any Postgraduate,"Investment operations, Fund accounting, Mutual Fund, Money market, Accounting, valuation tools, Mutual Fund operations"
Digital Marketing Executive,https://www.naukri.com/job-listings-digital-marketing-executive-primohunt-corporate-pune-1-to-6-years-020922500979,Primohunt Corporate,Work From Office,1 - 6 years,Not Disclosed,Pune,,,30+ days ago,1,129,Other,Recruitment / Staffing,Other,"Full Time, Permanent",Other,Any Graduate,Any Postgraduate,"Social media marketing, PPC, Campaign management, Illustrator, Corel Draw, Google AdWords, SEM, SEO, Digital marketing, Photoshop"
RSKAssociate - Market Risk,https://www.naukri.com/job-listings-rskassociate-market-risk-nomura-capital-india-private-limited-mumbai-4-to-5-years-290324501076,Nomura,Work From Office,4 - 5 years,Not Disclosed,Mumbai,3.9,459 Reviews,30+ days ago,1,77,Analytics Consultant,Financial Services,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"global operations, Front office, Analytical, Market risk, Investment banking, Asset management, Information technology, Operations, Financial services, Recruitment"
Market Risk Manager,https://www.naukri.com/job-listings-market-risk-manager-nomura-capital-india-private-limited-mumbai-1-to-2-years-220424500287,Nomura,Work From Office,1 - 2 years,Not Disclosed,Mumbai,3.9,459 Reviews,30+ days ago,1,260,Risk Manager,Financial Services,BFSI Investments & Trading,"Full Time, Permanent",Lending,Any Graduate,MBA/PGDM in Any Specialization,"Front office, Operational risk, Fixed income, Analytical, Investment banking, Asset management, Risk management, Information technology, Financial services, Recruitment"
RSK-Market Risk,https://www.naukri.com/job-listings-rsk-market-risk-nomura-capital-india-private-limited-mumbai-3-to-6-years-201123500597,Nomura,Work From Office,3 - 6 years,Not Disclosed,Mumbai,3.9,459 Reviews,30+ days ago,1,105,Business Analyst,Financial Services,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Change management, Data management, Business analysis, Investment banking, Asset management, Risk management, Macros, Operations, Information technology, Financial services"
RSK-Market Risk,https://www.naukri.com/job-listings-rsk-market-risk-nomura-capital-india-private-limited-mumbai-1-to-3-years-200223502783,Nomura,Work From Office,1 - 3 years,Not Disclosed,Mumbai,3.9,459 Reviews,30+ days ago,1,265,BFSI Investments & Trading - Other,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","BFSI, Investments & Trading - Other",B.Tech/B.E. in Production/Industrial,MBA/PGDM in Marketing,"Change management, Data management, Business analysis, Data quality, Investment banking, Asset management, Macros, Operations, Information technology, Financial services"
RSK - Market Risk Professional,https://www.naukri.com/job-listings-rsk-market-risk-professional-nomura-capital-india-private-limited-mumbai-3-to-8-years-140623501089,Nomura,Work From Office,3 - 8 years,Not Disclosed,Mumbai,3.9,459 Reviews,30+ days ago,1,114,Investment Banking Private Equity & VC - Other,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,Any Postgraduate,"metadata, Data management, Investment banking, Asset management, Risk management, Troubleshooting, Information technology, Financial services, Wholesale"
RSK-Market Risk,https://www.naukri.com/job-listings-rsk-market-risk-nomura-capital-india-private-limited-mumbai-5-to-10-years-121223500712,Nomura,Work From Office,5 - 10 years,Not Disclosed,Mumbai,3.9,459 Reviews,30+ days ago,1,137,Analytics Consultant,Financial Services,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Change management, Data management, Business analysis, Project management, Investment banking, Risk management, Analytics, Financial services, Recruitment, SQL"
Digital Marketing Manager - HRMS,https://www.naukri.com/job-listings-digital-marketing-manager-hrms-grivaa-capital-new-delhi-4-to-8-years-111223502743,Grivaa Capital,Work From Office,4 - 8 years,Not Disclosed,New Delhi,4.7,92 Reviews,30+ days ago,1,233,Marketing Manager,Investment Banking / Venture Capital / Private Equity,Marketing & Communication,"Full Time, Permanent",Marketing,Any Graduate,Any Postgraduate,"NSE, Client handling, Retail, Technical analysis, Corporate handling, Blog writing, financial products, Mutual funds, Digital marketing, Stock market"
Institutional Investment Operations Representative,https://www.naukri.com/job-listings-institutional-investment-operations-representative-wells-fargo-india-solutions-pvt-ltd-bengaluru-3-to-6-years-100624500855,Wells Fargo,Work From Office,3 - 6 years,Not Disclosed,Bengaluru,4.0,5402 Reviews,12 days ago,1,32,Asset Operations,Banking,BFSI Investments & Trading,"Full Time, Permanent",Banking Operations,Any Graduate,Any Postgraduate,"Manager Internal Audit, Manager Quality Assurance, Operational risk, Reconciliation, Back office, Investment banking, Customer service, Risk management, Operations, Financial services"
BIS (Investment Banking),https://www.naukri.com/job-listings-bis-investment-banking-acuity-knowledge-partners-gurugram-1-to-4-years-240524012247,Acuity Knowledge Partners,Work From Office,1 - 4 years,Not Disclosed,Gurugram,3.5,826 Reviews,29 days ago,1,920,Investment Banking Associate,Analytics / KPO / Research,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",PG: Any Postgraduate,,"secondary research, refinitive, Factiva, cap IQ, business research, Screening, data extraction, Bloomberg, investment banking, BIS, investment bank"
Investment Banking (Qualitative - Quantitative),https://www.naukri.com/job-listings-investment-banking-qualitative-quantitative-acuity-knowledge-partners-gurugram-4-to-6-years-270524003774,Acuity Knowledge Partners,Work From Office,4 - 6 years,Not Disclosed,Gurugram,3.5,826 Reviews,26 days ago,1,453,Investment Banking Private Equity & VC - Other,Analytics / KPO / Research,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",PG: Any Postgraduate,,"Investment Banking, trading/ transaction comparable, DCF, Industry Research, Company Profiling, financial analysis, transaction comp, Information Memorandum, Benchmarking, Pitch Books, trading comp, Investment Bank, Relative Valuation, Macroeconomics, Ratio Analysis"
Bus Process Delivery Specialist-Investment Banking,https://www.naukri.com/job-listings-bus-process-delivery-specialist-investment-banking-accenture-solutions-pvt-ltd-bengaluru-7-to-11-years-250524905463,Accenture,Work From Office,7 - 11 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,28 days ago,,82,Investment Banking Associate,IT Services & Consulting,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,Any Postgraduate,"investment banking, middle office, client relationship, wealth management, fixed income, configuring, production, networking, capital market, financial services, post production, trade, film production, installation, microsoft windows, troubleshooting, finance"
Investment Banking Specialist,https://www.naukri.com/job-listings-investment-banking-specialist-jobaaj-a-unit-of-nishtya-infotech-private-limited-bengaluru-1-to-6-years-120624906741,Leading Client,Work From Office,1 - 6 years,Not Disclosed,Bengaluru,,,11 days ago,,650,Investment Banking Private Equity & VC - Other,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC","B.Com in Any Specialization, B.B.A/ B.M.S in Any Specialization",MBA/PGDM in Finance,"Investment Banking, due diligence, accounting, finance, business administration"
Senior Manager:Coverage,https://www.naukri.com/job-listings-senior-manager-coverage-axis-finance-limited-pune-2-to-7-years-170124500505,Axis Finance (AFL),Work From Office,2 - 7 years,Not Disclosed,Pune,3.9,210 Reviews,30+ days ago,1,269,Principal / Partner / Director,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,CA in CA,"Lead generation, Networking, Relationship, Corporate, Investment banking, Management, Monitoring"
Urgent Opening - Senior Relationship Manager - NRI -PBG Desk - Chennai,https://www.naukri.com/job-listings-urgent-opening-senior-relationship-manager-nri-pbg-desk-chennai-hdfc-securities-chennai-4-to-9-years-140624004682,Hdfc Securities,Work From Office,4 - 9 years,Not Disclosed,Chennai,3.7,1183 Reviews,9 days ago,3,187,Relationship Manager,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent",Banking Operations,Any Graduate,,"Equity, trading, insurance, equity advisory, Mutual Funds, Broking, Cross Selling, Third Party Products, Equity Broking, Equity dealing, Equity Dealer, NISM, Relationship Manager, Stock Market, Equity Sales, SIP, Dealing, Brokerage"
Senior Associate,https://www.naukri.com/job-listings-senior-associate-incedo-gurugram-2-to-5-years-060624008205,Incedo,Work From Office,2 - 5 years,Not Disclosed,Gurugram,3.4,784 Reviews,3 days ago,3,93,Investment Banking Associate,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,,"Cash Reconciliation, Cash Accounting, Private Equity, NAV Calculation, Performance Reporting, Investment Banking, Fixed Income, Capital Market, Hedge Funds, Wealth Management, Client Reporting, Net Asset Value, Trade Life Cycle, Portfolio Valuation, Derivative Market"
Senior Executive Marketing,https://www.naukri.com/job-listings-senior-executive-marketing-aster-medcity-hubli-mangaluru-mangalore-mysore-mysuru-bangalore-bengaluru-belagavi-belgaum-1-to-4-years-220224500010,Aster Medcity,Work From Office,1 - 4 years,Not Disclosed,"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",4.4,106 Reviews,30+ days ago,1,204,Marketing - Other,Medical Devices & Equipment,Marketing & Communication,"Full Time, Permanent",Marketing,Any Graduate,Any Postgraduate,"digital marketing, marketing strategy, marketing strategies, market research, analysis, research, marketing, marketing activities, promotions, marketing campaigns, search engine optimization, social media marketing, content marketing, offline marketing"
Sr Staff Bus Unit Mkt Intelligence,https://www.naukri.com/job-listings-sr-staff-bus-unit-mkt-intelligence-globalfoundries-engineering-private-limited-bengaluru-6-to-7-years-040624500945,Globalfoundries,Work From Office,6 - 7 years,Not Disclosed,Bengaluru,3.8,79 Reviews,18 days ago,1,36,Analytics / BI Manager,Electronic Components / Semiconductors,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,"Any Graduate, B.B.A/ B.M.S in Management",Any Postgraduate,"Career development, Semiconductor, RF, Consulting, Market intelligence, Market research, Wellness, Automotive, Consumer electronics, SQL"
Equity Advisor / Equity Dealer @Motilal Oswal,https://www.naukri.com/job-listings-equity-advisor-equity-dealer-motilal-oswal-motilal-oswal-financial-services-mofsl-mumbai-mumbai-suburban-mumbai-all-areas-1-to-5-years-220624006406,Motilal Oswal Financial Services (MOFSL),Work From Office,1 - 5 years,3-7 Lacs P.A. ,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",3.8,1957 Reviews,Few Hours Ago,,Less than 10,Equity Dealer,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Equity, Equity Dealer, Equity Advisor, Equity Advisory, Trading, NSE, Private Banking, Portfolio Management, Investment Banking, Broking, FNO, Portfolio, smc, Financial Advisory, Advisory, Demat, Relationship, Investment Advisory, Equity Trading, Dmat, Stock, Online Trading, Investment"
"Equity Dealer & Relationship Manager, Sal upto 12 lpa",https://www.naukri.com/job-listings-equity-dealer-relationship-manager-sal-upto-12-lpa-creative-hands-hr-hyderabad-secunderabad-pune-chennai-1-to-6-years-170624002029,Stock Broking company,Work From Office,1 - 6 years,5-12 Lacs P.A. ,"Hyderabad/Secunderabad, Pune, Chennai",,,6 days ago,25,79,Equity Dealer,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,,"New Client Acquisition, Stock Broking, relationship manager, NISM, Equity Advisory, trading, manager, Equity Broking, business development, Equity Settlement, Revenue Generation, sales, Equity Sales, equity trading, Dealing, relationship, Online Trading, Brokerage, Derivatives Trading"
Sr Manager PEX - Capital Market Exp Mandatory,https://www.naukri.com/job-listings-sr-manager-pex-capital-market-exp-mandatory-ziphertech-navi-mumbai-15-to-17-years-040324006822,Ziphertech,Work From Office,15 - 17 years,20-22.5 Lacs P.A. ,Navi Mumbai,,,3 days ago,1,10,Process Excellence / Six Sigma Manager,BPO / Call Centre,Quality Assurance,"Full Time, Permanent",Business Process Quality,Any Graduate,,"Operational Excellence, Process Excelllence, Process Improvement, Master Black Belt, Process Re-engineering, PEX, Process Automation, Continuous Improvement, Six Sigma Black Belt, Lean Six Sigma, Certified Black Belt, Process Transformation, Six Sigma Master Black Belt"
Senior Executive - Quant & Market Structure,https://www.naukri.com/job-listings-senior-executive-quant-market-structure-national-commodity-derivatives-exchange-limited-mumbai-2-to-5-years-170723500771,National Commodity Derivatives Exchange Limited,Work From Office,2 - 5 years,Not Disclosed,Mumbai,4.1,102 Reviews,30+ days ago,1,145,Marketing - Other,Investment Banking / Venture Capital / Private Equity,Marketing & Communication,"Full Time, Permanent",Marketing,Any Graduate,Any Postgraduate,Executive
Senior Data Scientist || Bengaluru || Investment Bank,https://www.naukri.com/job-listings-senior-data-scientist-bengaluru-investment-bank-allegis-global-solutions-india-bengaluru-4-to-9-years-080624003298,Bank,Work From Office,4 - 9 years,Not Disclosed,Bengaluru,,,15 days ago,1,393,Data Scientist,Investment Banking / Venture Capital / Private Equity,Data Science & Analytics,"Full Time, Permanent",Data Science & Machine Learning,PG: Any Postgraduate,Doctorate: Any Doctorate,"Power BI, Machine Learning, Python"
IVR Architect,https://www.naukri.com/job-listings-ivr-architect-newt-global-chennai-6-to-10-years-210624501806,Newt Global,Work From Office,6 - 10 years,Not Disclosed,Chennai,3.8,98 Reviews,1 day ago,1,Less than 10,Solution Architect,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,Any Graduate,Any Postgraduate,"c++, software testing, forecasting, catia v5, photoshop, market research, analysis, dmu, merchandising, catia, budgeting, vpm, java, enovia, styling, design, pdm, debugging, fashion designing, electrical harness, programming, reporting, communication skills, architecture"
Project Specialist / Associate Project Manager,https://www.naukri.com/job-listings-project-specialist-associate-project-manager-hitachi-energy-vadodara-8-to-10-years-130624501959,Hitachi Energy,Work From Office,8 - 10 years,Not Disclosed,Vadodara,4.2,536 Reviews,9 days ago,1,46,IT Project Lead,Electrical Equipment,Project & Program Management,"Full Time, Permanent",Technology / IT,Any Graduate,Any Postgraduate,"Order management, Supply chain management, Data analysis, SAP, Spare parts, Sales operations, Brand management, Analytical, Resourcing, Scheduling"
Branch Operations & Administration,https://www.naukri.com/job-listings-branch-operations-administration-goodwill-wealth-management-pvt-ltd-kochi-thrissur-4-to-7-years-181120500192,Goodwill Wealth Management Pvt Ltd,Work From Office,4 - 7 years,Not Disclosed,"Kochi, Thrissur",3.6,66 Reviews,30+ days ago,1,579,Financial Analyst,Banking,Finance & Accounting,"Full Time, Permanent",Finance,Any Graduate,Post Graduation Not Required,"Relationship management, NSE, Wealth management, Cdsl, Mutual funds, Customer support, Risk management, Stock market, Research Analyst, SEBI"
"Associate, Corporate Actions I",https://www.naukri.com/job-listings-associate-corporate-actions-i-bny-mellon-international-operations-india-pune-2-to-3-years-300424500394,BNY,Work From Office,2 - 3 years,Not Disclosed,Pune,4.0,3550 Reviews,30+ days ago,1,263,Equity Research Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Corporate actions, Bloomberg, Diversity and Inclusion, Finance, HR, Asset management, Continuous improvement, Financial services"
"Area Sales Manager- Exide, Bangalore",https://www.naukri.com/job-listings-area-sales-manager-exide-bangalore-exide-industries-ltd-bengaluru-12-to-12-years-250424910124,Exide,Work From Office,12 years,Not Disclosed,Bengaluru,3.6,1919 Reviews,9 days ago,1,267,Area Sales Manager (B2C),Auto Components,Sales & Business Development,"Full Time, Permanent",Retail & B2C Sales,PG: MBA/PGDM in Any Specialization,,"Team Management, business development, distribution, sales, Channel Development"
"Associate, Corporate Actions I",https://www.naukri.com/job-listings-associate-corporate-actions-i-bny-mellon-international-operations-india-pune-3-to-4-years-160424500405,BNY,Work From Office,3 - 4 years,Not Disclosed,Pune,4.0,3550 Reviews,30+ days ago,1,151,Equity Research Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Junior Staff, Corporate actions, Bloomberg, Diversity and Inclusion, Finance, Asset management, Continuous improvement, Financial services"
Urgent Opening For Team Leader,https://www.naukri.com/job-listings-urgent-opening-for-team-leader-smc-global-securities-pune-2-to-7-years-150624004882,SMC Global Securities,Work From Office,2 - 7 years,3-6 Lacs P.A. ,Pune,3.5,419 Reviews,8 days ago,1,162,BFSI Investments & Trading - Other,Financial Services (Broking),BFSI Investments & Trading,"Full Time, Permanent","BFSI, Investments & Trading - Other",Any Graduate,,"Stock Broking, Team Handling, Channel Sales, Online Sales, Brokerage, Client Acquisition, Trading, Stock, Online Trading"
Manager - Cost Modeling,https://www.naukri.com/job-listings-manager-cost-modeling-pepsico-global-business-services-india-llp-hyderabad-3-to-6-years-140624905167,Pepsico,Work From Office,3 - 6 years,Not Disclosed,Hyderabad,4.1,2217 Reviews,9 days ago,,81,Finance Manager,Beverage,Finance & Accounting,"Full Time, Permanent",Finance,B.Tech/B.E. in Any Specialization,Any Postgraduate,"Cost Modeling, data crunching, PowerBI, Commodity segments, cost modelling, Tableau, Data modelling"
Control Testing Specialist,https://www.naukri.com/job-listings-control-testing-specialist-pricewaterhouse-coopers-private-limited-chennai-2-to-5-years-120624501541,PwC Service Delivery Center,Work From Office,2 - 5 years,Not Disclosed,Chennai,3.6,7408 Reviews,10 days ago,1,57,Quality Assurance and Testing - Other,Accounting / Auditing,Engineering - Software & QA,"Full Time, Permanent",Quality Assurance and Testing,Any Graduate,Any Postgraduate,"Manager Internal Audit, Leadership development, Usage, control testing, Focus, Management, Risk management, Research analysis, Advisory, Testing"
Sustainability Specialist,https://www.naukri.com/job-listings-sustainability-specialist-capgemini-technology-services-india-limited-gurugram-7-to-12-years-110624910293,Capgemini,Work From Office,7 - 12 years,Not Disclosed,Gurugram,2.5,8 Reviews,11 days ago,,136,Sustainability Manager,IT Services & Consulting,CSR & Social Service,"Full Time, Permanent",CSR & Sustainability,Any Graduate,Any Postgraduate,"Sustainability, bid management, bidding, program management, research analysis, presales, natural resource management, climate change"
Procure To Pay Operations Specialist,https://www.naukri.com/job-listings-procure-to-pay-operations-specialist-accenture-solutions-pvt-ltd-bengaluru-7-to-11-years-100624907891,Accenture,Work From Office,7 - 11 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,12 days ago,,10,Subject Matter Expert,IT Services & Consulting,Customer Success Service & Operations,"Full Time, Permanent",Operations,Any Graduate,Any Postgraduate,"erp, master data management, mdm, pricing, finance, vendor management, accounts payable, sap, purchase, invoice processing, accounting, procure to pay, order to cash, p2p, material management, procurement, supply chain management, sap mm"
Specialist 3,https://www.naukri.com/job-listings-specialist-3-pricewaterhouse-coopers-private-limited-gurugram-4-to-12-years-100624501642,PwC Service Delivery Center,Work From Office,4 - 12 years,Not Disclosed,Gurugram,3.6,7408 Reviews,12 days ago,1,19,Business Analyst,Accounting / Auditing,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Leadership development, Consulting, Flex, Manager Technology, mobile device management, Business strategy, Management, Research analysis, Advisory"
"Associate, Client Onboarding/Transitions/Conversions/KYC I",https://www.naukri.com/job-listings-associate-client-onboarding-transitions-conversions-kyc-i-bny-mellon-international-operations-india-pune-3-to-8-years-300524500223,BNY,Work From Office,3 - 8 years,Not Disclosed,Pune,4.0,3550 Reviews,23 days ago,1,162,Research Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management","B.B.A/ B.M.S in Management, Any Graduate",MBA/PGDM in Any Specialization,"Bloomberg, Client servicing, Business Finance, Process improvement, Diversity and Inclusion, Finance, Asset management, Operations, client onboarding"
"Associate, Anti Money Laundering / Prevention / KYC Representative II",https://www.naukri.com/job-listings-associate-anti-money-laundering-prevention-kyc-representative-ii-bny-mellon-international-operations-india-pune-3-to-8-years-220424500112,BNY,Work From Office,3 - 8 years,Not Disclosed,Pune,4.0,3550 Reviews,30+ days ago,1,535,Research Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"Service delivery, Administration, Due diligence, Wealth management, Bloomberg, Business Finance, Diversity and Inclusion, Anti money laundering, Asset management"
Consultant,https://www.naukri.com/job-listings-consultant-crisil-limited-mumbai-1-to-3-years-210624006936,Crisil,Work From Office,1 - 3 years,Not Disclosed,Mumbai,3.7,1400 Reviews,1 day ago,,157,Financial Consultant,Financial Services,Consulting,"Full Time, Permanent",Other Consulting,"PG: MBA/PGDM in Any Specialization, CA in Any Specialization",,"financial analysis, risk management, project management, due diligence, credit risk, credit analysis, consulting, business strategy, investment banking, business analysis, business development, business planning, financial services, strategic planning, sql, operations, bfsi, finance"
Software Engineer,https://www.naukri.com/job-listings-software-engineer-eze-software-group-hyderabad-2-to-4-years-200624500536,Eze Software Group,Work From Office,2 - 4 years,Not Disclosed,Hyderabad,3.7,37 Reviews,2 days ago,1,82,Software Development - Other,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,Any Graduate,Any Postgraduate,"Coding, Agile, Data structures, Production Manager, Scrum, WCF, MFC, Investment banking, WPF, Troubleshooting"
Front Office Executive,https://www.naukri.com/job-listings-front-office-executive-kwality-placements-mumbai-all-areas-3-to-8-years-180624005153,Kwality Placements,Work From Office,3 - 8 years,4-8 Lacs P.A. ,Mumbai (All Areas)( Nariman Point ),,,5 days ago,1,87,Front Office,Investment Banking / Venture Capital / Private Equity,Administration & Facilities,"Full Time, Permanent",Administration,Any Graduate,,"Front Office, Receptionist Activities, Guest Handling, Email Communication, MS Office Tools"
Medical Officer,https://www.naukri.com/job-listings-medical-officer-mar-sleeva-medicity-palai-pune-1-to-6-years-170624500678,MAR Sleeva Medicity Palai,Work From Office,1 - 6 years,Not Disclosed,Pune,4.2,10 Reviews,5 days ago,1,11,Chief Medical Officer,Medical Services / Hospital,Healthcare & Life Sciences,"Full Time, Permanent",Doctor,MBBS in Medicine,Any Postgraduate,"etp, bloomberg, investment banking, critical care, dm, vlookup, capital market, equity, reconciliation, corporate actions, excel, plm, derivatives, mch, tlm, nav calculation, mutual funds, fixed income, ro, neurology, finance, fund accounting"
Developer Others,https://www.naukri.com/job-listings-developer-others-itc-infotech-india-ltd-pune-2-to-5-years-170624500335,ITC Infotech,Work From Office,2 - 5 years,Not Disclosed,Pune,3.8,2909 Reviews,5 days ago,1,146,Software Development - Other,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,Any Graduate,Any Postgraduate,"UI development, Object oriented design, Production support, Enterprise architecture, Debugging, Agile, HTML, Investment banking, Test cases, Unit testing"
Head Finance And Control,https://www.naukri.com/job-listings-head-finance-and-control-ctr-manufacturing-industries-pune-12-to-15-years-170624005270,CTR Manufacturing Industries,Work From Office,12 - 15 years,25-30 Lacs P.A. ,Pune,3.8,128 Reviews,5 days ago,1,357,Finance & Accounting - Other,Investment Banking / Venture Capital / Private Equity,Finance & Accounting,"Full Time, Permanent",Finance & Accounting - Other,"PG: CA in CA, First Attempt",,"Monitoring Accounts of Subsidiary, Commercial Banking, Statutory Compliance and Timely Submission of Returns, Interaction with Advocate and Auditor, Audit Planning, Tally ERP, Tax Returns, investment portfolio, Audit Management, Interaction with Bankers, Taxation"
"Bajaj Capital - RM (Nellore, Tirupati, Eluru)",https://www.naukri.com/job-listings-bajaj-capital-rm-nellore-tirupati-eluru-next-learn-technologies-tirupati-eluru-nellore-2-to-5-years-150624006960,Next Learn Technologies,Work From Office,2 - 5 years,2.5-7 Lacs P.A. ,"Tirupati, Eluru, Nellore",,,7 days ago,12,65,Relationship Manager,Financial Services,BFSI Investments & Trading,"Full Time, Permanent",Banking Operations,Any Graduate,,"Mutual Funds, Investment Banking, Life Insurance, Home Loans, General Insurance, Client Acquisition, Bonds, Key Account Management, Financial Advisory, HNI Acquisition, Channel Management, Wealth Management, Sales, Insurance, Fixed Deposits, Investment Advisory, Health Insurance"
"Bajaj Capital - RM (Vijayawada, Guntur, Rajahmumdry)",https://www.naukri.com/job-listings-bajaj-capital-rm-vijayawada-guntur-rajahmumdry-next-learn-technologies-rajahmundry-vijayawada-guntur-2-to-5-years-150624006899,Next Learn Technologies,Work From Office,2 - 5 years,2.5-7 Lacs P.A. ,"Rajahmundry, Vijayawada, Guntur",,,7 days ago,10,122,Relationship Manager,Financial Services,BFSI Investments & Trading,"Full Time, Permanent",Banking Operations,Any Graduate,,"Mutual Funds, Investment Banking, Life Insurance, Home Loans, General Insurance, Client Acquisition, Bonds, Key Account Management, Financial Advisory, HNI Acquisition, Channel Management, Wealth Management, Sales, Insurance, Fixed Deposits, Investment Advisory, Health Insurance"
