Job Title,URL,Company Name,Work Mode,Experience Required,Salary,Location,Post Rating,No. of Reviews,Post Age,Job Openings,No. of Applicants,Role Name,Industry Type,Department,Employment Type,Role Category,UG Requirements,PG Requirements,Skills Required
GN - Industry - Energy Trading Analyst,https://www.naukri.com/job-listings-gn-industry-energy-trading-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-190624912687,Accenture,Work From Office,2 - 7 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,3 days ago,,Less than 10,Investment Banking Analyst,IT Services & Consulting,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,Any Postgraduate,"etrm, logistics, sap, presentation skills, trade, settlements, trading, ctrm, investment banking, jv, sql, plsql, derivatives, functional testing, java, oil, commodity trading, c#, risk management, oracle, openlink endur, business analysis, sql server, openlink, .net"
Corporate Actions Analyst,https://www.naukri.com/job-listings-corporate-actions-analyst-randstad-hyderabad-3-to-6-years-190624010332,Randstad India,Work From Office,3 - 6 years,2.25-7.25 Lacs P.A. ,Hyderabad,,,3 days ago,1,515,Investment Banking Analyst,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Temporary/Contractual","Investment Banking, Private Equity & VC",Any Graduate,,"voluntary corporate actions, mandatory corporate actions, corporate actions, spin offs, mergers, stock splits"
Measurement & Report Analyst,https://www.naukri.com/job-listings-measurement-report-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-180624909664,Accenture,Work From Office,3 - 5 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,4 days ago,,23,Financial Analyst,IT Services & Consulting,Finance & Accounting,"Full Time, Permanent",Finance,Any Graduate,Any Postgraduate,"financial analysis, data analysis, business analysis, reporting analysis, advanced excel, macros, software testing, mis reporting, quality control, forecasting, power bi, pivot table, vlookup, sql, billing, tableau, vba, mis, quality assurance, data visualization"
DS- Analyst,https://www.naukri.com/job-listings-ds-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-180624907673,Accenture,Work From Office,2 - 5 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,4 days ago,,54,Analyst - Financial Planning & Analysis,IT Services & Consulting,Finance & Accounting,"Full Time, Permanent",Finance,Any Graduate,Any Postgraduate,"due diligence, forecasting, corporate finance, cma, ratio analysis, financial analysis, us gaap, investment banking, costing, auditing, accounting, matrix, budgeting, sales, ifrs, rhinoceros, financial reporting, gaap, acquisition, taxation, pricing, finance"
Cyber Security Analyst project manager,https://www.naukri.com/job-listings-cyber-security-analyst-project-manager-tata-consultancy-services-tcs-hyderabad-8-to-12-years-180624005406,Tata Consultancy Services (TCS),Work From Office,8 - 12 years,20-35 Lacs P.A. ,Hyderabad,3.8,76587 Reviews,5 days ago,1,152,Manager Information Security,IT Services & Consulting,IT & Information Security,"Full Time, Permanent",IT Security,Any Graduate,Any Postgraduate,"Cyberark, Splunk, Risk Management, Threat Management"
Analyst/Associate,https://www.naukri.com/job-listings-analyst-associate-morgan-stanley-advantage-services-pvt-ltd-mumbai-1-to-5-years-170624500691,Morgan Stanley,Work From Office,1 - 5 years,Not Disclosed,Mumbai,3.7,1276 Reviews,5 days ago,1,2629,Investment Banking Associate,Banking,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,Any Postgraduate,"Bloomberg, Competitive analysis, Risk analytics, Analytical, Fixed income, Asset management, Information technology, Analytics, Private equity, SQL"
z Performance Analyst,https://www.naukri.com/job-listings-z-performance-analyst-ibm-india-pvt-limited-bengaluru-2-to-5-years-160624900097,IBM,Work From Office,2 - 5 years,Not Disclosed,Bengaluru,4.1,19896 Reviews,7 days ago,,91,Post Silicon Test Engineer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Quality Assurance and Testing,B.Tech/B.E. in Any Specialization,Any Postgraduate,"system testing, performance measurement, tensorflow, pytorch, performance analysis, financial analysis, cuda, c++, python, data analysis, software testing, performance testing, investment banking, capital market, docker, java, linux, debugging, bash"
Regulatory Compliance Analyst,https://www.naukri.com/job-listings-regulatory-compliance-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-150624907033,Accenture,Work From Office,3 - 5 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,7 days ago,,102,Regulatory Affairs Compliance,IT Services & Consulting,Legal & Regulatory,"Full Time, Permanent",Corporate Affairs,B.Com in Commerce,Any Postgraduate,"edd, regulatory, regulatory compliance, regulatory requirements, kyc, aml, risk management, cdd, due diligence, anti money laundering, quality control, ich-gcp guidelines, investment banking, pharmacovigilance, ich, quality assurance, regulatory affairs"
GN - Industry - Utility - Strategy Analyst,https://www.naukri.com/job-listings-gn-industry-utility-strategy-analyst-accenture-solutions-pvt-ltd-mumbai-gurugram-bengaluru-2-to-6-years-150624907010,Accenture,Work From Office,2 - 6 years,Not Disclosed,"Mumbai, Gurugram, Bengaluru",4.0,47915 Reviews,7 days ago,,60,Strategy Analyst,IT Services & Consulting,Strategic & Top Management,"Full Time, Permanent",Strategic Management,Any Graduate,Any Postgraduate,"mergers and acquisitions, mergers, strategy consulting, market assessment, corporate strategy, management consulting, financial analysis, business strategy, investment banking, business analysis, market research, growth strategy, financial modelling"
GN - Industry - Energy - Strategy Analyst,https://www.naukri.com/job-listings-gn-industry-energy-strategy-analyst-accenture-solutions-pvt-ltd-mumbai-gurugram-bengaluru-2-to-6-years-150624907004,Accenture,Work From Office,2 - 6 years,Not Disclosed,"Mumbai, Gurugram, Bengaluru",4.0,47915 Reviews,7 days ago,,109,Strategy Analyst,IT Services & Consulting,Strategic & Top Management,"Full Time, Permanent",Strategic Management,Any Graduate,Any Postgraduate,"mergers and acquisitions, mergers, strategy consulting, market assessment, corporate strategy, management consulting, financial analysis, business strategy, investment banking, business analysis, market research, growth strategy, financial modelling"
CTS - Analyst,https://www.naukri.com/job-listings-cts-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-5-years-150624906924,Accenture,Work From Office,2 - 5 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,7 days ago,,51,Analyst - Financial Planning & Analysis,IT Services & Consulting,Finance & Accounting,"Full Time, Permanent",Finance,Any Graduate,Any Postgraduate,"forecasting, corporate finance, budgeting, cma, ratio analysis, financial analysis, us gaap, rhino, investment banking, costing, auditing, variance analysis, accounting, matrix, sales, ifrs, rhinoceros, financial reporting, gaap, taxation, pricing, finance"
S&C Global Network - AI - Financial Services Analytics - Analyst,https://www.naukri.com/job-listings-s-c-global-network-ai-financial-services-analytics-analyst-accenture-solutions-pvt-ltd-mumbai-gurugram-2-to-5-years-150624906836,Accenture,Work From Office,2 - 5 years,Not Disclosed,"Mumbai, Gurugram",4.0,47915 Reviews,7 days ago,1,46,Investment Banking Analyst,IT Services & Consulting,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,Any Postgraduate,"financial institutions, data analysis, investment banking, capital market, financial services, financial analysis, commercial banking, credit analysis, insurance broking, broking, relationship management, general insurance, corporate banking, finance"
Banking Operations Analyst,https://www.naukri.com/job-listings-banking-operations-analyst-accenture-solutions-pvt-ltd-chennai-3-to-5-years-140624913195,Accenture,Work From Office,3 - 5 years,Not Disclosed,Chennai,4.0,47915 Reviews,8 days ago,,79,Investment Banking Analyst,IT Services & Consulting,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,Any Postgraduate,"retail banking, banking operations, wholesale banking, core banking, corporate banking, trade finance, commercial banking, credit analysis, business analysis, credit appraisal, working capital, kyc, relationship management, sme banking, branch banking"
Banking Operations Analyst,https://www.naukri.com/job-listings-banking-operations-analyst-accenture-solutions-pvt-ltd-chennai-3-to-5-years-140624912811,Accenture,Work From Office,3 - 5 years,Not Disclosed,Chennai,4.0,47915 Reviews,8 days ago,,90,Investment Banking Analyst,IT Services & Consulting,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",B.Com in Commerce,"M.Com in Commerce, CA in CA","financial analysis, commercial banking, banking operations, wholesale banking, corporate banking, retail banking, trade finance, credit analysis, credit appraisal, working capital, business banking, kyc, relationship management, core banking, sme banking"
Business Analyst capital market,https://www.naukri.com/job-listings-business-analyst-capital-market-diverse-lynx-pune-1-to-5-years-180320500866,Diverse Lynx,Work From Office,1 - 5 years,Not Disclosed,Pune,,,30+ days ago,1,3080,Business Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Post Graduation Not Required,"Relationship management, Data analysis, Interpersonal skills, equity derivatives, Business Analyst, Fixed income, Swaps, Application development, Investment banking, Capital market"
Senior SEO Analyst / Consultant For US E-commerce,https://www.naukri.com/job-listings-senior-seo-analyst-consultant-for-us-e-commerce-benchmark-internet-technology-services-noida-pune-ahmedabad-3-to-7-years-120224004221,Benchmark Internet & Technology Services,Work From Office,3 - 7 years,3-6 Lacs P.A. ,"Noida, Pune, Ahmedabad",4.9,8 Reviews,11 days ago,1,118,Business Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Post Graduation Not Required,"SEO Analysis, On - page Optimization, PPC, Keyword Analysis, Google Analytics, Research Analysis, Report Preparation, Google AdWords, E-commerce, Digital Marketing, Off - page Optimization, Online Promotion, Google Webmaster Tools, SEO Analyst, Search Engine, SEO"
Sr Support Analyst,https://www.naukri.com/job-listings-sr-support-analyst-nomura-capital-india-private-limited-mumbai-2-to-6-years-210624500725,Nomura,Work From Office,2 - 6 years,Not Disclosed,Mumbai,3.9,459 Reviews,1 day ago,1,30,Site Reliability Engineer,Financial Services,Engineering - Software & QA,"Full Time, Permanent",DevOps,Any Graduate,Any Postgraduate,"Unix, Content management, Automation, Linux, Wealth management, Investment banking, Information technology, Financial services, Monitoring, Recruitment"
Sr. Analyst,https://www.naukri.com/job-listings-sr-analyst-veeda-clinical-research-pvt-ltd-ahmedabad-2-to-4-years-130624502544,Veeda CR,Work From Office,2 - 4 years,Not Disclosed,Ahmedabad,4.1,257 Reviews,9 days ago,1,108,Business Analyst,Analytics / KPO / Research,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"financial analysis, python, data analysis, data analytics, investment banking, business analysis, teaching, analysis, capital market, research, reconciliation, sql, excel, tableau, secondary research, kyc, advanced excel, research and development, reporting"
Senior Rating Analyst - Structured Finance Rating - Mumbai,https://www.naukri.com/job-listings-senior-rating-analyst-structured-finance-rating-mumbai-crisil-limited-mumbai-2-to-4-years-100624006202,Crisil,Work From Office,2 - 4 years,Not Disclosed,Mumbai,3.7,1400 Reviews,12 days ago,,162,Investment Banking Analyst,Financial Services,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",PG: MBA/PGDM in Any Specialization,,"ab, client engagement, structured finance, analytical, credit analysis, clo, investment banking, interpersonal skills, bonds, financial services, securitization, cdo, excel, derivatives, valuation, cmbs, financial modelling, rmbs, structured products, fixed income, communication skills, mbs"
Senior Associate - Market Research,https://www.naukri.com/job-listings-senior-associate-market-research-plantworks-coimbatore-1-to-4-years-031023500605,Plantworks Group,Work From Office,1 - 4 years,Not Disclosed,Coimbatore,,,30+ days ago,1,176,Market Research & Insights - Other,Analytics / KPO / Research,Marketing & Communication,"Full Time, Permanent",Market Research & Insights,Any Graduate,Any Postgraduate,"SAS, Competitive analysis, Analytical, Data collection, Market Research Analyst, Market research, Script language, SPSS, MS Office, Swot analysis"
Senior Associate - Market Research,https://www.naukri.com/job-listings-senior-associate-market-research-plantworks-bengaluru-1-to-4-years-031023500604,Plantworks Group,Work From Office,1 - 4 years,Not Disclosed,Bengaluru,,,30+ days ago,1,421,Market Research & Insights - Other,Analytics / KPO / Research,Marketing & Communication,"Full Time, Permanent",Market Research & Insights,Any Graduate,Any Postgraduate,"SAS, Competitive analysis, Analytical, Data collection, Market Research Analyst, Market research, Script language, SPSS, MS Office, Swot analysis"
Senior Analyst / Manager (Energy Market Data),https://www.naukri.com/job-listings-senior-analyst-manager-energy-market-data-argus-media-mumbai-4-to-8-years-121223500010,Argus India Price Reporting Services,Work From Office,4 - 8 years,Not Disclosed,Mumbai,4.4,3 Reviews,30+ days ago,1,58,Data Analyst,Internet,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,Any Postgraduate,"Market analysis, Career development, Analyst, Consulting, Market research, Healthcare, Commodity trading, market data, Research, Analytics"
Senior Investment Analyst,https://www.naukri.com/job-listings-senior-investment-analyst-adp-pvt-ltd-gurugram-3-to-7-years-170524500935,ADP Solutions,Work From Office,3 - 7 years,Not Disclosed,Gurugram,4.1,2729 Reviews,30+ days ago,1,168,Investment Banking Associate,Textile & Apparel,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,MBA/PGDM in Marketing,"Due diligence, Networking, Consulting, Equity, Market research, HR, Portfolio management, Financial modelling, Private equity, Auditing"
Research Associate – Cell & Gene Therapy Qc (Micro),https://www.naukri.com/job-listings-research-associate-cell-gene-therapy-qc-micro-aurigene-discovery-technologies-ltd-bengaluru-1-to-4-years-280324500022,Aurigene Discovery,Work From Office,1 - 4 years,Not Disclosed,Bengaluru,4.4,181 Reviews,30+ days ago,1,840,Research Associate / Engineer,Biotechnology,Research & Development,"Full Time, Permanent",Pharmaceutical & Biotechnology,Any Graduate,Any Postgraduate,"molecular biology, biotechnology, pharmaceutical, research analysis, teaching, analysis, research, hplc, secondary research, r, method development, research and development, lecturer activities, formulation development, communication skills"
Research Associate – Cell & Gene Therapy – Qc (Mol Bio),https://www.naukri.com/job-listings-research-associate-cell-gene-therapy-qc-mol-bio-aurigene-discovery-technologies-ltd-bengaluru-1-to-4-years-280324500021,Aurigene Discovery,Work From Office,1 - 4 years,Not Disclosed,Bengaluru,4.4,181 Reviews,30+ days ago,1,709,Research Associate / Engineer,Biotechnology,Research & Development,"Full Time, Permanent",Pharmaceutical & Biotechnology,Any Graduate,Any Postgraduate,"molecular biology, biotechnology, pharmaceutical, research analysis, teaching, analysis, research, hplc, secondary research, r, method development, research and development, lecturer activities, formulation development, communication skills"
Research Associate – Cell & Gene Therapy – Manufacturing,https://www.naukri.com/job-listings-research-associate-cell-gene-therapy-manufacturing-aurigene-discovery-technologies-ltd-bengaluru-1-to-4-years-280324500020,Aurigene Discovery,Work From Office,1 - 4 years,Not Disclosed,Bengaluru,4.4,181 Reviews,30+ days ago,1,364,Research Associate / Engineer,Biotechnology,Research & Development,"Full Time, Permanent",Pharmaceutical & Biotechnology,Any Graduate,Any Postgraduate,"molecular biology, biotechnology, pharmaceutical, research analysis, teaching, analysis, research, hplc, secondary research, r, method development, research and development, lecturer activities, formulation development, communication skills"
Research Associate,https://www.naukri.com/job-listings-research-associate-anant-laboratories-mumbai-1-to-2-years-270524500413,Anant Laboratories,Work From Office,1 - 2 years,Not Disclosed,Mumbai,3.9,17 Reviews,26 days ago,1,752,Research Associate / Engineer,Chemicals,Research & Development,"Full Time, Permanent",Pharmaceutical & Biotechnology,Any Graduate,MS/M.Sc(Science) in Any Specialization,"project management, data analysis, data interpretation, professor activities, spss, research analysis, teaching, analysis, machine learning, student activities, minitab, research projects, research, material science, excel, r, statistical software, statistics"
Analyst,https://www.naukri.com/job-listings-analyst-crisil-pune-1-to-3-years-140524500637,Crisil,Work From Office,1 - 3 years,Not Disclosed,Pune,3.7,1400 Reviews,30+ days ago,1,1068,Business Analyst,Banking,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"MBA/PGDM in Marketing, Any Postgraduate","Data analysis, Data management, Business analysis, Analytical, power bi, Market research, Business intelligence, Stakeholder management, Client management, SQL"
Procure To Pay Operations Analyst,https://www.naukri.com/job-listings-procure-to-pay-operations-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-110624903585,Accenture,Work From Office,3 - 5 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,12 days ago,,33,Customer Success Service & Operations - Other,IT Services & Consulting,Customer Success Service & Operations,"Full Time, Permanent","Customer Success, Service & Operations - Other",Any Graduate,Any Postgraduate,"erp, master data management, mdm, pricing, finance, vendor management, accounts payable, sap, purchase, invoice processing, accounting, procure to pay, order to cash, p2p, material management, procurement, supply chain management, sap mm"
Finance Process & Ops Analyst - KYC,https://www.naukri.com/job-listings-finance-process-ops-analyst-kyc-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-090624901587,Accenture,Work From Office,3 - 5 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,14 days ago,,167,Research Analyst,IT Services & Consulting,BFSI Investments & Trading,"Full Time, Permanent","Trading, Asset & Wealth Management",Any Graduate,Any Postgraduate,"risk assessments, kyc, quality assurance, pep, kyc verification, financial analysis, aml, accounts payable, mis reporting, anti money laundering, forecasting, invoice processing, variance analysis, banking operations, accounting, budgeting, finance process, finance"
Research Associate- ESG Consulting,https://www.naukri.com/job-listings-research-associate-esg-consulting-netsyscon-mumbai-1-to-3-years-251122501652,NetSysCon,Work From Office,1 - 3 years,Not Disclosed,Mumbai,,,30+ days ago,1,614,Associate / Consultant,Recruitment / Staffing,Consulting,"Full Time, Permanent",Management Consulting,Any Graduate,Any Postgraduate,"Training, Interpersonal skills, Accounting, Consulting, Transition, Research Analyst, Research Associate, Auditing, RAM"
Analyst - Empower,https://www.naukri.com/job-listings-analyst-empower-empower-tamizhagam-chennai-2-to-7-years-231222501772,Empower Tamizhagam,Work From Office,2 - 7 years,Not Disclosed,Chennai,,,30+ days ago,1,134,Other,NGO / Social Services / Industry Associations,Other,"Full Time, Permanent",Other,Any Graduate,"MBA/PGDM in Marketing, Any Postgraduate","Graphics, Proposal writing, Public relations, PDF, Time management, Project management, Social media, MS Office, Research analysis, Financial modelling"
Research Associate,https://www.naukri.com/job-listings-research-associate-balaji-hospital-chennai-5-to-8-years-200524502014,Balaji Hospital,Work From Office,5 - 8 years,Not Disclosed,Chennai,4.0,5 Reviews,30+ days ago,1,52,Research Associate / Engineer,Medical Services / Hospital,Research & Development,"Full Time, Permanent",Pharmaceutical & Biotechnology,Any Graduate,Any Postgraduate,"project management, data analysis, data interpretation, professor activities, spss, research analysis, teaching, analysis, machine learning, student activities, minitab, research projects, research, excel, r, report preparation, statistical software, statistics"
Lead Analyst,https://www.naukri.com/job-listings-lead-analyst-crisil-pune-3-to-8-years-160524500120,Crisil,Work From Office,3 - 8 years,Not Disclosed,Pune,3.7,1400 Reviews,30+ days ago,1,99,Investment Banking Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,"MBA/PGDM in Marketing, CA in CA","Equity research, Finance, Client engagement, M&A, Credit analysis, Research, Financial modelling, Forecasting, Value analysis, Investment"
Regulatory Compliance Analyst,https://www.naukri.com/job-listings-regulatory-compliance-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-3-years-140624910481,Accenture,Work From Office,2 - 3 years,Not Disclosed,Bengaluru,4.0,47915 Reviews,8 days ago,,83,Regulatory Affairs Compliance,IT Services & Consulting,Legal & Regulatory,"Full Time, Permanent",Corporate Affairs,Any Graduate,Any Postgraduate,"edd, regulatory, regulatory compliance, regulatory requirements, kyc, aml, risk management, cdd, due diligence, anti money laundering, quality control, ich-gcp guidelines, investment banking, pharmacovigilance, ich, quality assurance, regulatory affairs"
GN - Industry - Chemical - Strategy Analyst,https://www.naukri.com/job-listings-gn-industry-chemical-strategy-analyst-accenture-solutions-pvt-ltd-gurugram-2-to-7-years-130624913387,Accenture,Work From Office,2 - 7 years,Not Disclosed,Gurugram,4.0,47915 Reviews,9 days ago,,79,Strategy Analyst,IT Services & Consulting,Strategic & Top Management,"Full Time, Permanent",Strategic Management,Any Graduate,Any Postgraduate,"mergers and acquisitions, mergers, strategy consulting, market assessment, corporate strategy, management consulting, financial analysis, business strategy, investment banking, business analysis, market research, growth strategy, financial modelling"
Int Controls & Compliance Analyst,https://www.naukri.com/job-listings-int-controls-compliance-analyst-accenture-solutions-pvt-ltd-chennai-5-to-9-years-130624911314,Accenture,Work From Office,5 - 9 years,Not Disclosed,Chennai,4.0,47915 Reviews,9 days ago,,155,Regulatory Affairs Compliance,IT Services & Consulting,Legal & Regulatory,"Full Time, Permanent",Corporate Affairs,Any Graduate,Any Postgraduate,"edd, anti money laundering, kyc, compliance analysis, regulations, aml, risk management, due diligence, compliance management, transaction analysis, investment banking, regulatory compliance, auditing, fraud detection, due diligence review, lexis nexis"
ICM/TFFI Center of Excellence - Financial Crime Risk Controls Analyst,https://www.naukri.com/job-listings-icm-tffi-center-of-excellence-financial-crime-risk-controls-analyst-deutsche-bank-ag-mumbai-2-to-4-years-130624907227,Deutsche Bank,Work From Office,2 - 4 years,Not Disclosed,Mumbai,4.0,2913 Reviews,10 days ago,,295,Financial Crime,Investment Banking / Venture Capital / Private Equity,Risk Management & Compliance,"Full Time, Permanent",Finance,Any Graduate,Any Postgraduate,"Financial Crime Risk, Transaction Monitoring, Audit, risk control, KYC, Anti Money Laundering"
Client Service Analyst,https://www.naukri.com/job-listings-client-service-analyst-deutsche-bank-ag-ahmedabad-10-to-12-years-130624907226,Deutsche Bank,Work From Office,10 - 12 years,Not Disclosed,Ahmedabad,4.0,2913 Reviews,10 days ago,,245,Customer Service,Investment Banking / Venture Capital / Private Equity,Customer Success Service & Operations,"Full Time, Permanent","Customer Success, Service & Operations - Other",B.Tech/B.E. in Any Specialization,Any Postgraduate,"Client Servicing, Customer Service, Team management, FEMA, Demat operations, KYC, Foreign exchange"
Collateral Management Analyst,https://www.naukri.com/job-listings-collateral-management-analyst-deutsche-bank-ag-bengaluru-2-to-6-years-130624907190,Deutsche Bank,Work From Office,2 - 6 years,Not Disclosed,Bengaluru,4.0,2913 Reviews,10 days ago,,637,Customer Success Service & Operations - Other,Investment Banking / Venture Capital / Private Equity,Customer Success Service & Operations,"Full Time, Permanent","Customer Success, Service & Operations - Other",Any Graduate,Any Postgraduate,"Collateral Management, csa, derivatives, credit risk, Liquidity Management"
Outreach Utility RTB-  Service Analyst,https://www.naukri.com/job-listings-outreach-utility-rtb-service-analyst-deutsche-bank-ag-bengaluru-3-to-6-years-130624907171,Deutsche Bank,Work From Office,3 - 6 years,Not Disclosed,Bengaluru,4.0,2913 Reviews,10 days ago,,139,Business Analyst,Investment Banking / Venture Capital / Private Equity,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,B.Tech/B.E. in Any Specialization,Any Postgraduate,"Service Analyst-, project management, data analysis, client support, financial services, taxation, finance, banking"
Risk Analyst - AVP / Credit Officer (AVP),https://www.naukri.com/job-listings-risk-analyst-avp-credit-officer-avp-deutsche-bank-ag-mumbai-8-to-13-years-130624907005,Deutsche Bank,Work From Office,8 - 13 years,Not Disclosed,Mumbai,4.0,2913 Reviews,10 days ago,,548,Finance Manager,Investment Banking / Venture Capital / Private Equity,Finance & Accounting,"Full Time, Permanent",Finance,B.Tech/B.E. in Any Specialization,"M.A in Any Specialization, MBA/PGDM in Any Specialization, MS/M.Sc(Science) in Any Specialization, CA in Any Specialization","Risk Analysis, risk management, trade finance, credit underwriting, credit analysis, financial statement analysis, accounting, banking products, project finance, financial risk"
CDO/CLO Modeling Analyst -Trust & Agency Services,https://www.naukri.com/job-listings-cdo-clo-modeling-analyst-trust-agency-services-deutsche-bank-ag-bengaluru-5-to-10-years-130624906996,Deutsche Bank,Work From Office,5 - 10 years,Not Disclosed,Bengaluru,4.0,2913 Reviews,10 days ago,,180,Analytics Consultant,Investment Banking / Venture Capital / Private Equity,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,"B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization",CA in Any Specialization,"Crystal Programming, structured finance, cmbs, financial products, legal documentation, crystal report, payment processing, client servicing, agreements, cdo, communication skills"
KYC Analyst -AVP,https://www.naukri.com/job-listings-kyc-analyst-avp-deutsche-bank-ag-mumbai-10-to-20-years-130624906955,Deutsche Bank,Work From Office,10 - 20 years,Not Disclosed,Mumbai,4.0,2913 Reviews,10 days ago,,1300,Principal / Partner / Director,Investment Banking / Venture Capital / Private Equity,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",B.Tech/B.E. in Any Specialization,Any Postgraduate,"KYC, MIS, banking operations, Enhanced Due Diligence, ACO Mapping Management, Business Execution"
IB Transformation - Principal Change Analyst,https://www.naukri.com/job-listings-ib-transformation-principal-change-analyst-deutsche-bank-ag-mumbai-5-to-10-years-130624906796,Deutsche Bank,Work From Office,5 - 10 years,Not Disclosed,Mumbai,4.0,2913 Reviews,10 days ago,,84,PMO Executive,Investment Banking / Venture Capital / Private Equity,Project & Program Management,"Full Time, Permanent",Other Program / Project Management,B.Tech/B.E. in Any Specialization,Any Postgraduate,"IB Transformation, project methodologies, Program Management, data management, documentation, stakeholder engagement, project delivery"
Analyst,https://www.naukri.com/job-listings-analyst-ideas91-mumbai-2-to-7-years-130321500020,Ideas91,Work From Office,2 - 7 years,Not Disclosed,Mumbai,2.0,3 Reviews,30+ days ago,1,110,Regional Sales Manager (B2C),Management Consulting,Sales & Business Development,"Full Time, Permanent",Retail & B2C Sales,Any Graduate,Post Graduation Not Required,"Consumer research, Appliances, management, Analytical, Project management, Management, Research, Research Analyst, Merchandising, MS Office Word"
CTS- Analyst,https://www.naukri.com/job-listings-cts-analyst-accenture-solutions-pvt-ltd-kolkata-2-to-5-years-120624911262,Accenture,Work From Office,2 - 5 years,Not Disclosed,Kolkata,4.0,47915 Reviews,10 days ago,,205,Analyst - Financial Planning & Analysis,IT Services & Consulting,Finance & Accounting,"Full Time, Permanent",Finance,Any Graduate,Any Postgraduate,"us gaap, forecasting, budgeting, gaap, ratio analysis, financial analysis, rhino, investment banking, costing, mql, auditing, accounting, matrix, sales, ifrs, plm, enovia, java, rhinoceros, financial reporting, financial planning, taxation, pricing, finance"
Analyst - Risk Goverance & Framework,https://www.naukri.com/job-listings-analyst-risk-goverance-framework-morgan-stanley-advantage-services-pvt-ltd-mumbai-2-to-3-years-120624501355,Morgan Stanley,Work From Office,2 - 3 years,Not Disclosed,Mumbai,3.7,1276 Reviews,10 days ago,1,294,Risk Management & Compliance - Other,Banking,Risk Management & Compliance,"Full Time, Permanent",Risk Management & Compliance - Other,Any Graduate,Any Postgraduate,"Manager Internal Audit, Wealth management, Software development life cycle, Data quality, Investment banking, Investment management, Risk management, Continuous improvement, microsoft, Financial services"
PPSM Analyst,https://www.naukri.com/job-listings-ppsm-analyst-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-110624910672,Accenture,Work From Office,3 - 5 years,Not Disclosed,Mumbai,4.0,47915 Reviews,11 days ago,,42,Analyst Relations,IT Services & Consulting,Marketing & Communication,"Full Time, Permanent",Corporate Communication,Any Graduate,Any Postgraduate,"data analysis, spss, quantum, sql, marketing operations, financial analysis, python, data processing, investment banking, business development, market research, sales, sql server, tableau, java, quality assurance, confirmit, html"
Hexaware is Hiring For Analyst (Payments),https://www.naukri.com/job-listings-hexaware-is-hiring-for-analyst-payments-hexaware-technologies-mumbai-suburban-navi-mumbai-mumbai-all-areas-1-to-6-years-110624006469,Hexaware Technologies,Work From Office,1 - 6 years,1-4 Lacs P.A. ,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",3.6,4933 Reviews,11 days ago,30,302,Investment Banking Analyst,Banking,BFSI Investments & Trading,"Full Time, Permanent","Investment Banking, Private Equity & VC",Any Graduate,,"NEFT, Commercial Cards, RTGS, Wire Transfers, Payment Processing, Upi"
